CLIENTNUM,Income_Category,Total_Trans_Amt
717502083,$120K +,2718
714843483,Unknown,5063
709745508,$40K - $60K,2140
711382458,$60K - $80K,2389
712190358,Less than $40K,5199
788805858,$40K - $60K,4997
709102458,$80K - $120K,2607
712533708,$80K - $120K,4894
720326733,$120K +,3761
713605908,$120K +,3863
711598533,$60K - $80K,3607
795855258,Less than $40K,5045
826783233,Less than $40K,4750
789228108,Unknown,4378
785230083,$60K - $80K,4905
807946833,Less than $40K,2771
711011508,Less than $40K,4387
718632933,Less than $40K,4731
717284133,Less than $40K,4520
712228458,$120K +,4302
717146208,Less than $40K,2828
719028783,Less than $40K,4486
713274183,Less than $40K,4182
789218433,$40K - $60K,4528
790139583,Less than $40K,4386
720218658,Unknown,4501
747074058,Unknown,4758
719170683,$80K - $120K,4401
708753633,$40K - $60K,4462
710780883,$40K - $60K,4610
785237958,$60K - $80K,2661
711333933,$40K - $60K,4586
710797833,Less than $40K,4360
720154533,Less than $40K,5063
719123958,$60K - $80K,2137
780942633,Unknown,3552
717307158,Less than $40K,5331
712660308,Less than $40K,2472
715958583,Less than $40K,3588
771546708,Less than $40K,5013
711252258,Less than $40K,4148
772585008,Unknown,5111
751143858,Unknown,4636
708824958,Less than $40K,4265
819612933,$80K - $120K,5472
712804383,Less than $40K,4684
790149483,$40K - $60K,4195
712121508,$60K - $80K,5200
778853358,Less than $40K,4783
716512383,Less than $40K,4817
823548858,Unknown,2585
712144158,Less than $40K,2164
824560758,Less than $40K,2475
757710783,Less than $40K,2516
713081583,Less than $40K,4647
710481333,Less than $40K,2272
721060083,Unknown,4653
713759583,Less than $40K,4883
717547383,Less than $40K,4233
711683358,Less than $40K,2135
710044308,$40K - $60K,2480
713101383,$40K - $60K,5402
757685733,Less than $40K,5066
717823383,$60K - $80K,4268
796029483,Less than $40K,3890
710099358,$40K - $60K,4935
713872008,Less than $40K,4656
788802483,Less than $40K,4766
817988433,$60K - $80K,4097
823554783,Unknown,5022
710643183,Less than $40K,4163
779859558,Less than $40K,2398
798238008,Less than $40K,4644
811974483,$40K - $60K,5110
778471758,Less than $40K,4663
718513233,$120K +,4740
718147233,$40K - $60K,4999
713700258,Unknown,4644
780670083,$40K - $60K,2596
711438033,Less than $40K,5750
712253058,Less than $40K,4189
713519508,$60K - $80K,5065
789992733,Less than $40K,4937
710110683,$60K - $80K,4844
720260433,$40K - $60K,5577
714148758,Less than $40K,5228
715522233,Less than $40K,4878
712790358,Unknown,2219
714943233,$40K - $60K,3911
789579033,$40K - $60K,5021
708952758,Less than $40K,4887
721374033,$40K - $60K,4341
808891983,Less than $40K,4042
794516508,Less than $40K,4838
714032883,$40K - $60K,4598
778722033,Less than $40K,5626
823578483,Less than $40K,4429
715148658,Less than $40K,4684
709669533,Less than $40K,4488
708671733,$60K - $80K,4091
709790058,$120K +,4985
712714008,$40K - $60K,4714
715191258,Unknown,4138
757722708,$60K - $80K,4246
718086783,$120K +,4738
815253708,Less than $40K,4144
715083633,Less than $40K,5271
792098883,$120K +,3696
711873858,$60K - $80K,4667
713931258,Less than $40K,1988
787591008,$60K - $80K,4955
801518958,Unknown,4139
713068833,Less than $40K,4687
710566533,$60K - $80K,4159
789151983,$40K - $60K,5244
766673433,$80K - $120K,4512
807589908,Less than $40K,4189
708190158,Less than $40K,2750
784895358,Less than $40K,2870
710090133,Less than $40K,3908
799242033,$80K - $120K,4598
719377383,$60K - $80K,4957
710371683,$60K - $80K,4097
719926683,$60K - $80K,4754
793597833,Less than $40K,4466
713739708,$60K - $80K,4479
709389558,Less than $40K,4641
811907583,Unknown,4240
709087983,Less than $40K,5020
712774908,Less than $40K,5111
820639908,Unknown,4378
713497983,$60K - $80K,3459
713489358,Less than $40K,3763
711381183,$40K - $60K,4485
814989933,Less than $40K,5575
711847833,Less than $40K,4833
772837083,$120K +,3906
713652783,Less than $40K,5568
719202708,Less than $40K,4633
714566133,Less than $40K,4621
717553683,Less than $40K,4608
814987983,$40K - $60K,4835
789588933,$60K - $80K,3912
714317058,$60K - $80K,3946
772271508,Unknown,2320
716366208,Unknown,5221
710971908,$60K - $80K,4898
711412533,Less than $40K,2416
720593583,Less than $40K,5152
720165258,Less than $40K,5357
716147658,Unknown,4739
778436283,Less than $40K,4015
711492258,$60K - $80K,5298
771106458,Less than $40K,4609
713183508,Unknown,4861
710832108,$40K - $60K,4552
719940483,$40K - $60K,4841
715207458,Less than $40K,4802
716839983,$120K +,4520
781073733,$120K +,4793
757594083,Unknown,4530
764496708,Unknown,4961
714080433,$40K - $60K,4758
757675158,$40K - $60K,4904
715361433,Less than $40K,4194
778191933,$120K +,2305
718792758,Unknown,5121
709738008,$40K - $60K,5033
799020258,$60K - $80K,4797
718152333,Unknown,3607
716324583,Unknown,4577
720887058,Unknown,4753
714825408,$40K - $60K,4971
788620083,Less than $40K,4563
719490108,Less than $40K,4854
709044183,Unknown,3995
756944133,Less than $40K,4452
785285883,Less than $40K,2622
779770683,$40K - $60K,5047
718510983,$40K - $60K,3720
710322033,Less than $40K,4515
710560008,Less than $40K,4588
711298458,Less than $40K,2338
789164283,Less than $40K,4726
715773783,$40K - $60K,2558
779158533,Less than $40K,4774
720463833,$60K - $80K,5022
712747758,Less than $40K,2037
771067308,$40K - $60K,5616
750995508,$60K - $80K,1679
716171358,$40K - $60K,4460
718437033,$60K - $80K,2527
718492908,Less than $40K,4636
716033508,$60K - $80K,4514
717603858,$40K - $60K,4325
714741933,$60K - $80K,4033
716558283,Less than $40K,5247
719022558,Less than $40K,5106
717334233,$40K - $60K,4804
709222008,$80K - $120K,2422
719192808,$120K +,4674
719281533,Less than $40K,5076
710877108,Less than $40K,4171
714155283,Unknown,4861
771214083,$60K - $80K,4891
770581983,$40K - $60K,4885
718742808,$40K - $60K,2877
710257683,$120K +,4520
721426383,Less than $40K,2424
721041483,$60K - $80K,2032
719922558,$40K - $60K,5346
715072533,$40K - $60K,4456
716214108,$60K - $80K,4892
772216833,Less than $40K,4510
708553008,$40K - $60K,4711
778880358,$40K - $60K,4208
720258183,$40K - $60K,5421
720689583,$40K - $60K,5657
758168133,$40K - $60K,4325
716322783,Less than $40K,4538
711118083,Less than $40K,4504
709591533,Less than $40K,3474
794556333,Unknown,5236
771630783,Unknown,4786
708672708,$80K - $120K,3990
715590258,$40K - $60K,4700
714241083,Unknown,4349
708416433,Less than $40K,2499
779183958,Less than $40K,2469
709061658,Less than $40K,4534
717384183,Less than $40K,4863
778921908,$60K - $80K,4559
714745608,Less than $40K,5524
709200633,Unknown,5443
714714558,$40K - $60K,4698
801363633,Unknown,5200
778847808,$40K - $60K,4911
713015433,Less than $40K,4543
711666708,Unknown,2888
809631483,$80K - $120K,4452
808967883,Less than $40K,5069
710532258,Less than $40K,4906
812235108,Less than $40K,4301
817293258,$40K - $60K,4017
714695883,Less than $40K,4071
738062658,$80K - $120K,4231
709518858,Less than $40K,4891
819634233,Less than $40K,1507
711272058,Unknown,4216
716262708,Less than $40K,4447
708928008,$40K - $60K,4035
765755283,Unknown,4588
711922158,Less than $40K,5109
773177358,Unknown,5372
779638983,Less than $40K,4592
708723858,Less than $40K,3843
712184133,Less than $40K,5089
709948233,Unknown,5347
709415583,Less than $40K,4490
714005508,Unknown,4323
716333283,Less than $40K,5269
715534083,Unknown,4043
789492558,Less than $40K,4926
770929383,$60K - $80K,4828
708890133,Unknown,4659
788595183,$40K - $60K,3499
713167383,Less than $40K,5154
717704433,Unknown,4313
718590183,Less than $40K,5067
710401458,$80K - $120K,4350
720783558,Unknown,4937
772364358,Less than $40K,4413
719868183,$40K - $60K,2843
709388058,Less than $40K,4906
717004533,Less than $40K,4544
714969183,Less than $40K,4117
720837708,Less than $40K,5103
759947433,$120K +,4812
767404083,$60K - $80K,2355
781926633,$40K - $60K,4675
772127508,Less than $40K,2614
720518283,$60K - $80K,5483
715380483,Less than $40K,4462
789296133,Unknown,4601
711029358,Less than $40K,5011
712615008,$120K +,3457
816826008,Less than $40K,4630
715488483,Less than $40K,4575
717759783,Unknown,5298
796083783,Unknown,2278
709925733,Less than $40K,5099
715309083,Less than $40K,4851
778441533,Unknown,2240
715891533,Less than $40K,5458
788848458,$40K - $60K,5089
708399858,Less than $40K,4747
711944733,Less than $40K,5401
712683633,Less than $40K,2464
785487783,$40K - $60K,5350
718951683,Less than $40K,4763
718329183,$40K - $60K,3943
788960658,Less than $40K,4649
713120433,$40K - $60K,4569
720980958,Less than $40K,4797
709606158,Less than $40K,4878
714168183,Unknown,4629
712524858,Less than $40K,4314
815072283,Less than $40K,5110
715980258,Less than $40K,4811
788715483,Less than $40K,4805
809276808,$80K - $120K,4678
708885558,Less than $40K,2220
789373683,Less than $40K,4976
714216858,Unknown,4679
719150658,Unknown,2977
712302783,Less than $40K,4426
799717458,Less than $40K,4025
716354883,Unknown,3048
719601708,$60K - $80K,5052
720150858,$80K - $120K,2932
824915208,Unknown,5169
798777708,$40K - $60K,5237
805229133,$80K - $120K,4514
716365233,Less than $40K,4881
796544133,$120K +,4468
778143183,$60K - $80K,5098
717011958,$40K - $60K,4494
778264008,$40K - $60K,4699
789507408,Unknown,5203
788842008,Less than $40K,5173
714742758,Less than $40K,4751
717742908,$40K - $60K,4520
712874433,Less than $40K,5413
711092658,Unknown,2862
720299283,$60K - $80K,4380
719237058,$60K - $80K,4498
719671383,Less than $40K,4109
788290383,$40K - $60K,4436
779701983,$40K - $60K,4643
779247483,Unknown,2754
767093133,Unknown,4191
717979008,Less than $40K,4833
712132383,$80K - $120K,5056
772306383,Less than $40K,2299
714469008,$40K - $60K,5115
812446158,Less than $40K,4869
779401233,$40K - $60K,5216
784994883,Less than $40K,4746
721080183,$40K - $60K,4613
712572858,$80K - $120K,3831
719759733,$40K - $60K,2851
780371433,Unknown,4725
822170733,Less than $40K,2401
708224133,$40K - $60K,4431
719299533,Less than $40K,2954
780633483,$40K - $60K,4962
771356508,Less than $40K,4500
823629333,$40K - $60K,4220
712961658,Less than $40K,5321
710464683,Less than $40K,5578
716688183,Less than $40K,2878
789082758,Less than $40K,4981
709140858,Less than $40K,5112
822127008,Unknown,4351
720496158,$60K - $80K,4031
774588633,Less than $40K,4928
788465583,$40K - $60K,3029
741517458,Less than $40K,1874
709935708,$40K - $60K,4291
721112508,Less than $40K,4834
720734583,Less than $40K,5039
772286658,$60K - $80K,2083
807149058,Less than $40K,4752
771045708,Less than $40K,2801
711733308,Less than $40K,4930
710518308,Less than $40K,4155
716586408,Less than $40K,4187
713152383,Less than $40K,4405
771935283,$40K - $60K,5217
825838908,Less than $40K,4846
709082808,Less than $40K,5092
710937783,$40K - $60K,5313
789540108,Less than $40K,4761
709824633,Less than $40K,5064
717874533,$40K - $60K,1968
716926758,Less than $40K,4268
716181858,$40K - $60K,4633
779613933,Less than $40K,5045
712136058,Unknown,2643
709678608,$80K - $120K,4269
714276408,$40K - $60K,2264
719953383,Less than $40K,4564
718795083,Unknown,5337
720503508,Less than $40K,5220
770762133,Unknown,5034
713555133,Less than $40K,2424
711232608,Less than $40K,2235
780322908,Less than $40K,4431
708207783,Less than $40K,4680
719590458,Less than $40K,3120
778679883,$60K - $80K,3645
780230208,$40K - $60K,4766
827703258,$60K - $80K,4674
807379833,$40K - $60K,2563
711178383,$80K - $120K,4146
712203333,$80K - $120K,4691
709261383,$40K - $60K,4970
715829358,$40K - $60K,4794
713213133,$40K - $60K,4972
778860783,$120K +,2836
779442783,Less than $40K,4445
780008358,$60K - $80K,2598
721274208,Less than $40K,2408
714076683,Less than $40K,2461
788791383,$40K - $60K,4850
709459608,$40K - $60K,5390
711560058,$60K - $80K,4806
717657333,Less than $40K,4783
812218908,Less than $40K,2899
787482033,$80K - $120K,2251
779141658,$80K - $120K,4989
813810333,$60K - $80K,2703
789613083,$60K - $80K,5108
794540883,$40K - $60K,4776
811889808,$80K - $120K,7279
720509433,Less than $40K,3776
715091208,$80K - $120K,8512
719269308,Less than $40K,7418
718200333,Less than $40K,7471
713487633,$80K - $120K,7663
823833483,$40K - $60K,7904
717756258,$120K +,7761
709474683,Less than $40K,8442
772313358,$80K - $120K,8693
711856683,$40K - $60K,7352
718530258,Less than $40K,7249
716288208,$60K - $80K,7549
718712583,$80K - $120K,8092
806432433,$40K - $60K,8006
720074583,$80K - $120K,7380
768848658,Unknown,7823
709895508,Less than $40K,7434
718773333,Less than $40K,7548
816832383,Less than $40K,6932
714042108,$40K - $60K,7302
714664683,Less than $40K,8178
715436883,Less than $40K,7719
715260558,$40K - $60K,7674
713664258,$40K - $60K,7359
713364783,Less than $40K,8108
718078008,$60K - $80K,7494
798546408,Less than $40K,7553
779018508,$80K - $120K,7179
802668333,$80K - $120K,3512
718320933,$60K - $80K,8257
789016983,Less than $40K,7834
713907633,$60K - $80K,7791
708474333,$60K - $80K,7906
778894233,$80K - $120K,7595
717244683,Unknown,7409
711410958,$60K - $80K,7582
799711833,Unknown,7910
714047733,$40K - $60K,7460
710061783,$40K - $60K,4517
711082908,$80K - $120K,8385
721190358,$80K - $120K,7640
712760208,Unknown,7921
751563933,Less than $40K,7242
815498733,Less than $40K,7643
718433508,Less than $40K,8097
720935658,Less than $40K,7709
714713508,$80K - $120K,7836
715038033,Less than $40K,8216
809169858,$60K - $80K,7728
779456508,$60K - $80K,7477
708907833,Unknown,7866
718665933,$120K +,7437
816073983,Less than $40K,7957
715851333,$60K - $80K,7376
712884408,Unknown,7939
715404783,Less than $40K,7546
773356008,$60K - $80K,7960
789525408,Less than $40K,7990
721212258,$120K +,7403
719625933,$120K +,8000
714304458,$60K - $80K,6800
785515533,Less than $40K,8947
709861008,$80K - $120K,8520
712580958,$120K +,7399
719473458,$40K - $60K,7205
794124708,$80K - $120K,7053
780707733,$80K - $120K,6832
780620883,$40K - $60K,7381
720849708,$80K - $120K,7042
789312033,Less than $40K,4921
778742358,$60K - $80K,7517
713425383,Less than $40K,4923
718893333,$60K - $80K,7509
711203658,$40K - $60K,7745
718567758,$40K - $60K,7332
771719283,Less than $40K,8854
717926358,Less than $40K,8328
779751258,Less than $40K,8423
774491958,$60K - $80K,8284
713428833,$80K - $120K,7613
715195383,Less than $40K,7649
812408058,$120K +,7845
787226508,$60K - $80K,7192
715170183,$40K - $60K,7059
717109983,$40K - $60K,7768
713208033,Less than $40K,7679
712788258,$40K - $60K,7265
758382183,Less than $40K,8186
715469583,$40K - $60K,7782
714786483,$60K - $80K,7377
713299758,Less than $40K,7422
771912408,Less than $40K,7468
721445658,Less than $40K,8162
713697933,$80K - $120K,7827
712208658,$60K - $80K,8126
708219108,$80K - $120K,7300
709065483,$40K - $60K,7841
715237683,Less than $40K,7802
712925808,$40K - $60K,4724
788931558,$40K - $60K,7694
713688933,Less than $40K,8020
712405908,$120K +,7772
789298833,$80K - $120K,7555
717682233,$60K - $80K,7906
712266633,$40K - $60K,8796
719272458,$40K - $60K,7962
780769308,Less than $40K,7685
721468533,Unknown,7470
816615633,$40K - $60K,7075
720167508,$80K - $120K,7664
771772083,$60K - $80K,8424
708419733,$60K - $80K,4739
709372608,$60K - $80K,7370
788907033,$80K - $120K,7321
711136008,$80K - $120K,7641
716691783,Less than $40K,7689
718024908,Less than $40K,6993
709558608,$80K - $120K,7345
824177733,Less than $40K,7682
719784708,$80K - $120K,7409
717535083,Less than $40K,7153
721008933,$40K - $60K,7535
720859533,$40K - $60K,8426
789556533,$80K - $120K,8070
717656433,Less than $40K,7199
758211483,$60K - $80K,8778
801380808,$80K - $120K,4847
716329383,Less than $40K,4724
716871633,$120K +,7222
718491708,Unknown,7642
713872833,$40K - $60K,7302
708535158,$80K - $120K,8505
711658758,Less than $40K,7307
713087958,$120K +,7919
721495458,$60K - $80K,8094
786097158,$40K - $60K,8575
712219083,$80K - $120K,7892
715327683,Less than $40K,4996
715624533,$40K - $60K,7730
718958583,$80K - $120K,4506
717397983,$60K - $80K,7570
715037133,Less than $40K,7479
818767458,$120K +,7729
778863258,Unknown,4983
712075083,$120K +,4830
711963183,Less than $40K,7588
720903258,$60K - $80K,4801
713302758,$120K +,8160
717859233,$80K - $120K,8362
712955433,$40K - $60K,7223
718292283,$40K - $60K,8254
720164358,$40K - $60K,4754
710357208,$80K - $120K,7341
711325308,$80K - $120K,4859
721486908,Less than $40K,7710
711210633,$60K - $80K,8049
712570458,Less than $40K,7890
712058133,Less than $40K,7735
708153558,$120K +,7936
709893858,$40K - $60K,4633
709225758,Unknown,8213
709984083,Less than $40K,7930
711854808,$120K +,4734
822125283,$80K - $120K,7590
711084183,$40K - $60K,8211
720891633,Less than $40K,4805
719607183,Unknown,7653
715839708,$120K +,7111
717008358,Less than $40K,7919
769152783,Less than $40K,5043
716098683,Unknown,7985
802675983,Less than $40K,7872
712716108,Less than $40K,7950
709238358,Unknown,7604
708682908,Unknown,8644
812794983,Less than $40K,7932
708968733,$80K - $120K,7926
779315508,$40K - $60K,4638
721063533,$40K - $60K,7289
718046433,Less than $40K,7342
711842508,$80K - $120K,7825
715298808,$40K - $60K,7570
708877458,Unknown,8027
787496733,Unknown,7724
789469083,$80K - $120K,7855
709497108,Less than $40K,8396
784819758,Unknown,7850
720412308,$80K - $120K,7635
789560433,$60K - $80K,5147
712931733,Less than $40K,7136
714417183,Less than $40K,7041
771097683,$120K +,4935
713824983,Less than $40K,7697
715360458,Unknown,8113
711736083,Unknown,4885
714821433,Less than $40K,7587
720198183,$40K - $60K,8028
780545133,$80K - $120K,7333
711128433,$40K - $60K,7685
712053033,$80K - $120K,8444
709434408,$40K - $60K,8417
778716783,$60K - $80K,7180
712447758,$80K - $120K,7998
779435883,$80K - $120K,7899
719918358,Less than $40K,7787
720474408,$40K - $60K,8427
719401158,$40K - $60K,7739
778430733,$60K - $80K,7855
717583908,$80K - $120K,7603
823519458,Less than $40K,7123
712381683,Unknown,8281
716045508,Less than $40K,7963
820936533,Less than $40K,9331
771304383,Less than $40K,7905
717600483,$60K - $80K,7358
778865583,Less than $40K,7510
709871658,Less than $40K,7729
818280108,Less than $40K,7714
716350008,$40K - $60K,8235
778172583,Less than $40K,7023
714342033,$120K +,4863
788811558,Less than $40K,7847
719258433,$60K - $80K,7561
717895833,$120K +,8001
711550983,$40K - $60K,8313
720939933,Less than $40K,4684
716725008,$80K - $120K,7886
788824083,$120K +,8202
716335983,$80K - $120K,7946
719157933,$120K +,7850
716704158,$120K +,8087
716258358,$60K - $80K,7009
827904183,$120K +,8104
736786908,Less than $40K,6984
774099708,Less than $40K,7400
714282333,Less than $40K,7495
717471933,$40K - $60K,8202
818316108,Less than $40K,8063
716212383,$120K +,4619
757667133,$80K - $120K,4738
788528958,$120K +,8356
716745408,$80K - $120K,7803
771752508,Less than $40K,8571
714938733,$80K - $120K,4890
761818758,Unknown,7206
714422058,$120K +,7119
716319258,$120K +,7360
719813058,Less than $40K,8065
712351908,$80K - $120K,8029
716742483,Less than $40K,7525
708160008,$120K +,7412
779098308,Unknown,7592
717257658,$80K - $120K,7971
775112958,$60K - $80K,7781
788812608,Less than $40K,8066
711002058,$40K - $60K,7437
716199408,Unknown,4907
790051758,$120K +,4800
772430733,$120K +,7168
820036533,$80K - $120K,7223
719785683,$80K - $120K,8332
711830433,Less than $40K,7677
718306308,$80K - $120K,8147
772725408,$60K - $80K,7667
711183558,$80K - $120K,8618
720317658,$80K - $120K,7916
710596983,$80K - $120K,7481
716986458,Unknown,7605
717513933,$120K +,7385
789186858,$80K - $120K,7796
715575258,$40K - $60K,7823
714975633,Unknown,7558
715396983,$80K - $120K,8056
721335558,Less than $40K,7544
711167808,$60K - $80K,4803
713367858,$40K - $60K,8042
710489583,Less than $40K,7631
772098858,Unknown,7736
779257233,$120K +,7432
717579258,$40K - $60K,4782
709418508,$60K - $80K,7508
778439883,$80K - $120K,7969
716063583,$60K - $80K,8642
716609433,$120K +,4939
721053633,$40K - $60K,8904
711559008,$40K - $60K,9137
718698558,$80K - $120K,7739
770190258,Less than $40K,7678
709008708,Less than $40K,8316
823922208,$60K - $80K,7404
718457058,$40K - $60K,7801
708472008,Less than $40K,7632
716732958,$40K - $60K,7925
780108408,$80K - $120K,7745
720962208,$60K - $80K,4659
714019083,Less than $40K,8426
721225083,Less than $40K,7680
819109308,$60K - $80K,8080
721029858,Less than $40K,8215
716762733,Less than $40K,8300
710260983,Less than $40K,8296
719677758,$40K - $60K,8814
771411408,$80K - $120K,4929
794191008,$120K +,7552
708905733,$60K - $80K,7570
788327358,Unknown,8440
751974258,$120K +,7345
720006333,$80K - $120K,4520
780114558,Less than $40K,12535
713090658,Unknown,8061
718889508,$60K - $80K,8256
824799108,$40K - $60K,7498
788618208,Less than $40K,8198
717370533,$120K +,6453
720425508,$80K - $120K,8689
712839633,$80K - $120K,8871
820330008,$120K +,8231
779187783,$80K - $120K,8436
720809358,$40K - $60K,7776
714054408,$60K - $80K,8272
789827208,Less than $40K,7768
718308558,Less than $40K,7688
801064833,$80K - $120K,7930
719838558,$60K - $80K,7432
718246458,$80K - $120K,8241
710822808,$80K - $120K,7854
791730183,Less than $40K,5070
709722858,$60K - $80K,8503
711388458,$60K - $80K,8591
796174983,$80K - $120K,7722
712918083,Less than $40K,7527
715459158,Unknown,7821
712687083,$60K - $80K,7234
713003358,$80K - $120K,4983
812443458,$120K +,7794
712984983,Less than $40K,7739
708826158,$40K - $60K,8608
788725608,Less than $40K,8387
720443358,$60K - $80K,6950
806694333,Less than $40K,8268
718259433,Unknown,5460
720655833,Less than $40K,4955
797898858,Less than $40K,7288
718388733,Less than $40K,8677
711742758,$40K - $60K,5242
757863258,Less than $40K,7480
711947358,$120K +,7716
712157958,$80K - $120K,4883
814760358,$40K - $60K,7766
710192283,$40K - $60K,8686
718977483,$80K - $120K,7209
712129158,$60K - $80K,7747
714880533,$40K - $60K,8669
808287408,$80K - $120K,8420
709619433,$120K +,8604
708881583,$40K - $60K,8752
711332883,$60K - $80K,5294
717696333,$120K +,5425
768733533,$80K - $120K,8851
720735408,$40K - $60K,8514
819160158,$40K - $60K,8218
711577458,Less than $40K,8087
787539333,$60K - $80K,7973
716806383,$80K - $120K,9042
812230308,$40K - $60K,8444
778420383,$120K +,8609
774012933,$40K - $60K,9277
718756533,$80K - $120K,8963
812224983,$120K +,8037
714284358,$40K - $60K,7037
750690258,Less than $40K,8220
716283108,Less than $40K,7986
718528833,$120K +,8879
718006608,Less than $40K,9081
710569233,$80K - $120K,9185
718694658,$80K - $120K,7523
718276758,$40K - $60K,8226
712654233,$80K - $120K,8327
808279158,$80K - $120K,8914
780497958,$80K - $120K,7996
715519983,$60K - $80K,8751
708568983,$60K - $80K,8110
823648983,$80K - $120K,7960
789412458,$60K - $80K,4909
716837508,$60K - $80K,8695
711249858,$80K - $120K,3315
712009083,$60K - $80K,8980
713071383,Unknown,8554
708748833,$40K - $60K,8920
712645908,$60K - $80K,8804
719714658,$60K - $80K,5272
710360583,$60K - $80K,8329
789529158,$60K - $80K,8553
811965558,$40K - $60K,9406
716858433,Less than $40K,5372
714052158,$120K +,5366
780200208,$40K - $60K,8777
709019283,$80K - $120K,7867
710213508,$60K - $80K,8634
710814633,$80K - $120K,8888
775267158,$40K - $60K,8785
720178158,Less than $40K,5537
710958933,$40K - $60K,4866
720698883,$80K - $120K,5524
780384483,$80K - $120K,5481
710295858,$80K - $120K,8074
713209308,$60K - $80K,7971
788709408,Unknown,14771
715300683,$80K - $120K,8271
789582483,$40K - $60K,7699
790168083,$80K - $120K,8438
742865883,$40K - $60K,5290
713486583,$60K - $80K,8838
708697983,$120K +,8766
781171908,$40K - $60K,9497
815582358,Less than $40K,8852
755212608,$40K - $60K,5468
716486508,$40K - $60K,5529
771674958,$40K - $60K,8135
787909158,Less than $40K,9523
717140733,Less than $40K,9065
799468083,$40K - $60K,14373
718993533,$80K - $120K,8927
709171308,$60K - $80K,13173
798553158,Less than $40K,5470
720819858,Less than $40K,8210
815078433,Less than $40K,13363
710924658,$40K - $60K,9339
709883883,Unknown,8033
718650258,Unknown,12956
711613308,$60K - $80K,2562
718558758,$80K - $120K,3922
718504233,Less than $40K,3423
709108533,$80K - $120K,15139
713236458,$60K - $80K,8295
717353433,Unknown,13015
813804783,$40K - $60K,4399
771062733,Less than $40K,15511
715649358,$60K - $80K,7786
713552958,$60K - $80K,14833
715209333,$60K - $80K,13630
769935783,$60K - $80K,14213
718732833,Less than $40K,3967
816328308,Less than $40K,14264
710694033,$40K - $60K,13400
709257708,Less than $40K,14965
720174033,$80K - $120K,12871
820666083,$120K +,8646
713131158,$80K - $120K,8199
803335008,Unknown,13945
795869583,Less than $40K,15200
718113633,$120K +,5603
708229308,Less than $40K,6059
715351983,Less than $40K,14334
798451908,Less than $40K,12403
794962983,Less than $40K,14576
721000833,$60K - $80K,13324
720086358,$120K +,14465
710064033,$40K - $60K,3555
780588258,Less than $40K,14567
710833908,$80K - $120K,12896
714449283,$80K - $120K,13360
772339383,$40K - $60K,13787
721382208,$40K - $60K,13677
779349783,$60K - $80K,13119
789450408,Unknown,15106
709210833,$40K - $60K,14084
821752908,$60K - $80K,15078
789878283,$40K - $60K,13670
719222133,$40K - $60K,13719
715551783,Unknown,14603
712718958,$40K - $60K,15019
709764483,$60K - $80K,4041
717942033,$120K +,14490
713705358,$60K - $80K,13970
789551883,$40K - $60K,14426
812247033,Less than $40K,3281
717580458,$80K - $120K,7847
719722308,Less than $40K,13109
718328283,Less than $40K,12631
826061508,Less than $40K,13090
715610733,$40K - $60K,8193
710161083,Less than $40K,6613
712464933,$80K - $120K,15203
768181608,Less than $40K,13179
713869083,$80K - $120K,14901
711465333,$80K - $120K,12593
719248158,$60K - $80K,14533
719944458,$40K - $60K,12510
715799808,$60K - $80K,6574
721264533,Less than $40K,15578
711838008,$60K - $80K,9322
711826983,$40K - $60K,3240
789594108,$80K - $120K,14107
718764708,$120K +,14223
820271208,$60K - $80K,13791
712055433,Less than $40K,14137
721114458,$120K +,14319
708396033,Less than $40K,12257
719593608,$80K - $120K,7661
715830558,$120K +,7454
716406483,$60K - $80K,13124
714941358,Less than $40K,7022
716088783,$80K - $120K,8169
715754133,Less than $40K,13212
715630983,Less than $40K,6317
716881683,$80K - $120K,5567
711108408,$60K - $80K,14244
717565233,$80K - $120K,13303
789539058,Less than $40K,17064
768643158,Less than $40K,13598
721530633,$40K - $60K,15209
721188033,Less than $40K,16171
810261633,$60K - $80K,14991
717529233,Less than $40K,4840
719365233,Less than $40K,15077
714425283,Unknown,14703
711794358,$80K - $120K,3119
719683158,Less than $40K,7154
709406733,$80K - $120K,13280
714001008,$120K +,13997
712833633,$40K - $60K,13866
716260833,Less than $40K,8331
717076458,$40K - $60K,14955
720535008,$80K - $120K,13764
711578658,$40K - $60K,13945
780730008,$120K +,13627
824816358,Less than $40K,14252
709807383,Less than $40K,15391
716430933,Less than $40K,13740
789866133,$40K - $60K,12867
718634058,Unknown,14844
715129983,Unknown,15079
719694408,Less than $40K,7996
806992533,Less than $40K,13092
718045008,Less than $40K,6639
711010683,$40K - $60K,12941
714759708,Unknown,13681
712256358,$60K - $80K,13672
779803008,Unknown,13854
710968008,Less than $40K,14308
718102758,Less than $40K,14071
811076883,$40K - $60K,5056
770970558,$80K - $120K,15180
766821033,$120K +,7976
814590483,$40K - $60K,12777
721006458,$120K +,14557
714615258,$40K - $60K,9330
788687133,$80K - $120K,13678
820108008,$80K - $120K,14743
717781608,Less than $40K,14082
720136458,$60K - $80K,14119
714968208,$80K - $120K,13758
719913783,$40K - $60K,13617
720621408,Less than $40K,14326
721169883,$60K - $80K,16161
714577233,$40K - $60K,15999
712367658,$80K - $120K,13830
710455608,$80K - $120K,6644
711328458,$80K - $120K,13988
713514633,$60K - $80K,8291
710745633,$120K +,14074
710374008,$80K - $120K,12906
772166058,$40K - $60K,13142
743420208,Less than $40K,13816
